location,year,month,day,hour,minute,weeend,orderSize,orderItems,pendingOrders,pendingOrdersSize,pendingOrderItems,bumpTime
3,2020,11,26,7,9,0,37,4,8,184,37,22
3,2020,11,26,7,9,0,50,5,10,248,50,30
3,2020,11,26,7,9,0,36,4,8,180,36,22
1,2020,11,26,7,9,0,4,1,1,19,4,3
3,2020,11,26,7,9,0,49,5,10,242,49,30
3,2020,11,26,7,9,0,39,4,8,193,39,24
1,2020,11,26,7,9,0,8,1,2,37,8,5
1,2020,11,26,7,9,0,15,2,3,74,15,9
2,2020,11,26,7,9,0,21,3,5,101,21,13
2,2020,11,26,7,9,0,19,2,4,91,19,11
2,2020,11,26,7,9,0,27,3,6,135,27,17
2,2020,11,26,7,9,0,21,3,5,101,21,13
3,2020,11,26,7,9,0,44,5,9,216,44,26
1,2020,11,26,7,9,0,9,1,2,45,9,6
1,2020,11,26,7,9,0,17,2,4,83,17,10
2,2020,11,26,7,9,0,20,2,4,98,20,12
3,2020,11,26,7,9,0,47,5,10,235,47,29
1,2020,11,26,7,9,0,2,1,1,9,2,2
2,2020,11,26,7,9,0,30,3,6,147,30,18
2,2020,11,26,7,9,0,32,4,7,159,32,19
1,2020,11,26,7,9,0,9,1,2,45,9,6
2,2020,11,26,7,9,0,20,2,4,96,20,12
1,2020,11,26,7,9,0,2,1,1,9,2,1
1,2020,11,26,7,9,0,15,2,3,71,15,9
3,2020,11,26,7,9,0,39,4,8,195,39,24
2,2020,11,26,7,9,0,30,3,6,147,30,18
3,2020,11,26,7,9,0,47,5,10,232,47,28
1,2020,11,26,7,9,0,13,2,3,61,13,8
1,2020,11,26,7,9,0,11,2,3,54,11,7
2,2020,11,26,7,9,0,28,3,6,136,28,17
2,2020,11,26,7,9,0,32,4,7,160,32,20
3,2020,11,26,7,9,0,45,5,9,221,45,27
2,2020,11,26,7,9,0,31,4,7,155,31,19
1,2020,11,26,7,9,0,10,1,2,49,10,6
1,2020,11,26,7,9,0,10,1,2,50,10,6
1,2020,11,26,7,9,0,3,1,1,13,3,2
1,2020,11,26,7,9,0,7,1,2,31,7,4
2,2020,11,26,7,9,0,31,4,7,155,31,19
1,2020,11,26,7,9,0,3,1,1,13,3,2
3,2020,11,26,7,9,0,39,4,8,194,39,24
3,2020,11,26,7,9,0,46,5,10,228,46,28
3,2020,11,26,7,9,0,46,5,10,226,46,28
1,2020,11,26,7,9,0,1,1,1,4,1,1
3,2020,11,26,7,9,0,44,5,9,220,44,27
1,2020,11,26,7,9,0,13,2,3,65,13,8
2,2020,11,26,7,9,0,18,2,4,87,18,11
2,2020,11,26,7,9,0,27,3,6,133,27,16
2,2020,11,26,7,9,0,33,4,7,162,33,20
1,2020,11,26,7,9,0,1,1,1,4,1,1
3,2020,11,26,7,9,0,39,4,8,195,39,24
3,2020,11,26,7,9,0,34,4,7,168,34,21
1,2020,11,26,7,9,0,15,2,3,72,15,9
3,2020,11,26,7,9,0,42,5,9,208,42,25
1,2020,11,26,7,9,0,13,2,3,63,13,8
1,2020,11,26,7,9,0,10,1,2,46,10,6
2,2020,11,26,7,9,0,18,2,4,88,18,11
3,2020,11,26,7,9,0,48,5,10,240,48,29
2,2020,11,26,7,9,0,22,3,5,109,22,14
1,2020,11,26,7,9,0,15,2,3,74,15,9
2,2020,11,26,7,9,0,20,2,4,96,20,12
3,2020,11,26,7,9,0,43,5,9,211,43,26
3,2020,11,26,7,9,0,46,5,10,226,46,28
1,2020,11,26,7,9,0,4,1,1,20,4,3
3,2020,11,26,7,9,0,43,5,9,215,43,26
3,2020,11,26,7,9,0,37,4,8,181,37,22
2,2020,11,26,7,9,0,33,4,7,164,33,20
3,2020,11,26,7,9,0,40,4,8,197,40,24
3,2020,11,26,7,9,0,34,4,7,168,34,21
3,2020,11,26,7,9,0,49,5,10,245,49,30
1,2020,11,26,7,9,0,15,2,3,71,15,9
1,2020,11,26,7,9,0,14,2,3,68,14,9
1,2020,11,26,7,9,0,16,2,4,80,16,10
3,2020,11,26,7,9,0,50,5,10,246,50,30
3,2020,11,26,7,9,0,41,5,9,204,41,25
3,2020,11,26,7,9,0,37,4,8,181,37,22
1,2020,11,26,7,9,0,14,2,3,70,14,9
2,2020,11,26,7,9,0,19,2,4,93,19,12
1,2020,11,26,7,9,0,8,1,2,39,8,5
1,2020,11,26,7,9,0,2,1,1,7,2,1
2,2020,11,26,7,9,0,22,3,5,108,22,13
1,2020,11,26,7,9,0,3,1,1,15,3,2
1,2020,11,26,7,9,0,15,2,3,71,15,9
1,2020,11,26,7,9,0,12,2,3,57,12,7
2,2020,11,26,7,9,0,22,3,5,110,22,14
3,2020,11,26,7,9,0,44,5,9,219,44,27
2,2020,11,26,7,9,0,18,2,4,88,18,11
1,2020,11,26,7,9,0,3,1,1,14,3,2
2,2020,11,26,7,9,0,19,2,4,93,19,12
1,2020,11,26,7,9,0,1,1,1,3,1,1
3,2020,11,26,7,9,0,43,5,9,212,43,26
1,2020,11,26,7,9,0,5,1,1,24,5,3
3,2020,11,26,7,9,0,35,4,7,172,35,21
1,2020,11,26,7,9,0,17,2,4,82,17,10
3,2020,11,26,7,9,0,34,4,7,168,34,21
3,2020,11,26,7,9,0,47,5,10,233,47,28
1,2020,11,26,7,9,0,1,1,1,2,1,1
3,2020,11,26,7,9,0,42,5,9,207,42,25
1,2020,11,26,7,9,0,8,1,2,39,8,5
1,2020,11,26,7,9,0,8,1,2,40,8,5
2,2020,11,26,7,9,0,31,4,7,151,31,19
2,2020,11,26,7,9,0,29,3,6,141,29,17
3,2020,11,26,7,9,0,43,5,9,215,43,26
2,2020,11,26,7,9,0,34,4,7,167,34,20
3,2020,11,26,7,9,0,37,4,8,184,37,23
2,2020,11,26,7,9,0,26,3,6,128,26,16
2,2020,11,26,7,9,0,18,2,4,89,18,11
1,2020,11,26,7,9,0,16,2,4,76,16,10
1,2020,11,26,7,9,0,1,1,1,4,1,1
2,2020,11,26,7,9,0,27,3,6,132,27,16
3,2020,11,26,7,9,0,46,5,10,227,46,28
3,2020,11,26,7,9,0,49,5,10,245,49,30
3,2020,11,26,7,9,0,41,5,9,202,41,25
2,2020,11,26,7,9,0,21,3,5,103,21,13
3,2020,11,26,7,9,0,44,5,9,216,44,26
1,2020,11,26,7,9,0,17,2,4,82,17,10
2,2020,11,26,7,9,0,28,3,6,140,28,17
3,2020,11,26,7,9,0,34,4,7,170,34,21
2,2020,11,26,7,9,0,32,4,7,160,32,20
3,2020,11,26,7,9,0,50,5,10,247,50,30
2,2020,11,26,7,9,0,19,2,4,93,19,12
2,2020,11,26,7,9,0,31,4,7,151,31,19
2,2020,11,26,7,9,0,21,3,5,104,21,13
2,2020,11,26,7,9,0,33,4,7,165,33,20
1,2020,11,26,7,9,0,7,1,2,33,7,4
1,2020,11,26,7,9,0,10,1,2,47,10,6
2,2020,11,26,7,9,0,30,3,6,146,30,18
3,2020,11,26,7,9,0,50,5,10,249,50,30
1,2020,11,26,7,9,0,16,2,4,79,16,10
3,2020,11,26,7,9,0,45,5,9,221,45,27
3,2020,11,26,7,9,0,36,4,8,179,36,22
2,2020,11,26,7,9,0,23,3,5,113,23,14
1,2020,11,26,7,9,0,11,2,3,54,11,7
3,2020,11,26,7,9,0,50,5,10,250,50,30
2,2020,11,26,7,9,0,22,3,5,106,22,13
3,2020,11,26,7,9,0,44,5,9,218,44,27
1,2020,11,26,7,9,0,10,1,2,50,10,6
2,2020,11,26,7,9,0,31,4,7,155,31,19
2,2020,11,26,7,9,0,25,3,5,123,25,15
3,2020,11,26,7,9,0,47,5,10,233,47,28
2,2020,11,26,7,9,0,27,3,6,131,27,16
1,2020,11,26,7,9,0,3,1,1,13,3,2
1,2020,11,26,7,9,0,2,1,1,10,2,2
3,2020,11,26,7,9,0,43,5,9,211,43,26
1,2020,11,26,7,9,0,6,1,2,27,6,4
3,2020,11,26,7,9,0,44,5,9,218,44,27
1,2020,11,26,7,9,0,15,2,3,73,15,9
1,2020,11,26,7,9,0,14,2,3,70,14,9
2,2020,11,26,7,9,0,24,3,5,117,24,14
2,2020,11,26,7,9,0,18,2,4,86,18,11
2,2020,11,26,7,9,0,19,2,4,94,19,12
1,2020,11,26,7,9,0,17,2,4,83,17,10
1,2020,11,26,7,9,0,10,1,2,48,10,6
1,2020,11,26,7,9,0,9,1,2,43,9,6
3,2020,11,26,7,9,0,40,4,8,197,40,24
1,2020,11,26,7,9,0,1,1,1,1,1,1
1,2020,11,26,7,9,0,8,1,2,37,8,5
1,2020,11,26,7,9,0,11,2,3,51,11,7
2,2020,11,26,7,9,0,27,3,6,134,27,17
2,2020,11,26,7,9,0,28,3,6,138,28,17
3,2020,11,26,7,9,0,47,5,10,232,47,28
2,2020,11,26,7,9,0,18,2,4,90,18,11
3,2020,11,26,7,9,0,50,5,10,247,50,30
1,2020,11,26,7,9,0,7,1,2,34,7,5
3,2020,11,26,7,9,0,41,5,9,203,41,25
2,2020,11,26,7,9,0,23,3,5,114,23,14
3,2020,11,26,7,9,0,39,4,8,191,39,23
3,2020,11,26,7,9,0,41,5,9,202,41,25
3,2020,11,26,7,9,0,50,5,10,247,50,30
3,2020,11,26,7,9,0,50,5,10,249,50,30
1,2020,11,26,7,9,0,7,1,2,33,7,4
3,2020,11,26,7,9,0,48,5,10,236,48,29
1,2020,11,26,7,9,0,10,1,2,47,10,6
3,2020,11,26,7,9,0,36,4,8,177,36,22
2,2020,11,26,7,9,0,24,3,5,117,24,14
1,2020,11,26,7,9,0,17,2,4,81,17,10
2,2020,11,26,7,9,0,29,3,6,141,29,17
2,2020,11,26,7,9,0,29,3,6,144,29,18
2,2020,11,26,7,9,0,28,3,6,139,28,17
1,2020,11,26,7,9,0,14,2,3,66,14,8
3,2020,11,26,7,9,0,45,5,9,224,45,27
1,2020,11,26,7,9,0,16,2,4,76,16,10
2,2020,11,26,7,9,0,27,3,6,133,27,16
3,2020,11,26,7,9,0,49,5,10,243,49,30
2,2020,11,26,7,9,0,26,3,6,128,26,16
2,2020,11,26,7,9,0,20,2,4,97,20,12
1,2020,11,26,7,9,0,14,2,3,66,14,8
1,2020,11,26,7,9,0,3,1,1,12,3,2
1,2020,11,26,7,9,0,11,2,3,53,11,7
2,2020,11,26,7,9,0,22,3,5,106,22,13
3,2020,11,26,7,9,0,37,4,8,181,37,22
3,2020,11,26,7,9,0,50,5,10,249,50,30
1,2020,11,26,7,9,0,5,1,1,21,5,3
3,2020,11,26,7,9,0,48,5,10,236,48,29
1,2020,11,26,7,9,0,1,1,1,1,1,1
1,2020,11,26,7,9,0,9,1,2,41,9,5
1,2020,11,26,7,9,0,4,1,1,16,4,2
3,2020,11,26,7,9,0,46,5,10,226,46,28
1,2020,11,26,7,9,0,2,1,1,9,2,1
2,2020,11,26,7,9,0,33,4,7,163,33,20
1,2020,11,26,7,9,0,6,1,2,27,6,4
2,2020,11,26,7,9,0,25,3,5,121,25,15
1,2020,11,26,7,9,0,15,2,3,73,15,9
2,2020,11,26,7,9,0,24,3,5,118,24,15
1,2020,11,26,7,9,0,11,2,3,54,11,7
2,2020,11,26,7,9,0,22,3,5,108,22,13
1,2020,11,26,7,9,0,8,1,2,36,8,5
2,2020,11,26,7,9,0,25,3,5,121,25,15
3,2020,11,26,7,9,0,36,4,8,177,36,22
2,2020,11,26,7,9,0,24,3,5,116,24,14
2,2020,11,26,7,9,0,22,3,5,110,22,14
2,2020,11,26,7,9,0,29,3,6,144,29,18
2,2020,11,26,7,9,0,33,4,7,162,33,20
1,2020,11,26,7,9,0,14,2,3,69,14,9
2,2020,11,26,7,9,0,33,4,7,164,33,20
2,2020,11,26,7,9,0,32,4,7,156,32,19
3,2020,11,26,7,9,0,42,5,9,208,42,25
1,2020,11,26,7,9,0,1,1,1,5,1,1
2,2020,11,26,7,9,0,32,4,7,157,32,19
2,2020,11,26,7,9,0,22,3,5,107,22,13
1,2020,11,26,7,9,0,10,1,2,49,10,6
3,2020,11,26,7,9,0,36,4,8,180,36,22
2,2020,11,26,7,9,0,30,3,6,150,30,18
2,2020,11,26,7,9,0,29,3,6,142,29,17
1,2020,11,26,7,9,0,14,2,3,68,14,9
1,2020,11,26,7,9,0,7,1,2,34,7,5
3,2020,11,26,7,9,0,43,5,9,215,43,26
1,2020,11,26,7,9,0,13,2,3,62,13,8
3,2020,11,26,7,9,0,36,4,8,176,36,22
1,2020,11,26,7,9,0,16,2,4,76,16,10
1,2020,11,26,7,9,0,13,2,3,65,13,8
2,2020,11,26,7,9,0,33,4,7,165,33,20
2,2020,11,26,7,9,0,28,3,6,136,28,17
3,2020,11,26,7,9,0,46,5,10,226,46,28
1,2020,11,26,7,9,0,8,1,2,39,8,5
2,2020,11,26,7,9,0,21,3,5,104,21,13
1,2020,11,26,7,9,0,1,1,1,4,1,1
1,2020,11,26,7,9,0,3,1,1,15,3,2
3,2020,11,26,7,9,0,38,4,8,190,38,23
1,2020,11,26,7,9,0,4,1,1,20,4,3
1,2020,11,26,7,9,0,13,2,3,62,13,8
3,2020,11,26,7,9,0,39,4,8,195,39,24
2,2020,11,26,7,9,0,17,2,4,85,17,11
3,2020,11,26,7,9,0,38,4,8,187,38,23
3,2020,11,26,7,9,0,50,5,10,246,50,30
1,2020,11,26,7,9,0,8,1,2,37,8,5
2,2020,11,26,7,9,0,18,2,4,88,18,11
3,2020,11,26,7,9,0,41,5,9,203,41,25
1,2020,11,26,7,9,0,15,2,3,73,15,9
2,2020,11,26,7,9,0,19,2,4,95,19,12
1,2020,11,26,7,9,0,17,2,4,83,17,10
1,2020,11,26,7,9,0,3,1,1,12,3,2
1,2020,11,26,7,9,0,14,2,3,70,14,9
2,2020,11,26,7,9,0,31,4,7,152,31,19
2,2020,11,26,7,9,0,23,3,5,115,23,14
2,2020,11,26,7,9,0,20,2,4,98,20,12
3,2020,11,26,7,9,0,45,5,9,222,45,27
3,2020,11,26,7,9,0,37,4,8,182,37,22
1,2020,11,26,7,9,0,11,2,3,51,11,7
1,2020,11,26,7,9,0,4,1,1,20,4,3
2,2020,11,26,7,9,0,29,3,6,143,29,18
3,2020,11,26,7,9,0,45,5,9,225,45,27
3,2020,11,26,7,9,0,39,4,8,195,39,24
2,2020,11,26,7,9,0,21,3,5,101,21,13
1,2020,11,26,7,9,0,11,2,3,52,11,7
3,2020,11,26,7,9,0,39,4,8,195,39,24
1,2020,11,26,7,9,0,2,1,1,9,2,1
3,2020,11,26,7,9,0,38,4,8,187,38,23
1,2020,11,26,7,9,0,6,1,2,30,6,4
1,2020,11,26,7,9,0,13,2,3,61,13,8
2,2020,11,26,7,9,0,31,4,7,153,31,19
3,2020,11,26,7,9,0,39,4,8,194,39,24
1,2020,11,26,7,9,0,13,2,3,65,13,8
2,2020,11,26,7,9,0,28,3,6,137,28,17
1,2020,11,26,7,9,0,9,1,2,45,9,6
2,2020,11,26,7,9,0,21,3,5,104,21,13
2,2020,11,26,7,9,0,19,2,4,95,19,12
3,2020,11,26,7,9,0,43,5,9,213,43,26
2,2020,11,26,7,9,0,30,3,6,146,30,18
1,2020,11,26,7,9,0,7,1,2,31,7,4
3,2020,11,26,7,9,0,40,4,8,197,40,24
1,2020,11,26,7,9,0,3,1,1,13,3,2
3,2020,11,26,7,9,0,48,5,10,240,48,29
1,2020,11,26,7,9,0,17,2,4,81,17,10
3,2020,11,26,7,9,0,49,5,10,243,49,30
1,2020,11,26,7,9,0,11,2,3,54,11,7
2,2020,11,26,7,9,0,20,2,4,96,20,12
3,2020,11,26,7,9,0,47,5,10,234,47,28
2,2020,11,26,7,9,0,23,3,5,112,23,14
3,2020,11,26,7,9,0,39,4,8,191,39,23
2,2020,11,26,7,9,0,27,3,6,132,27,16
1,2020,11,26,7,9,0,15,2,3,72,15,9
3,2020,11,26,7,9,0,43,5,9,215,43,26
3,2020,11,26,7,9,0,34,4,7,170,34,21
2,2020,11,26,7,9,0,26,3,6,128,26,16
2,2020,11,26,7,9,0,18,2,4,88,18,11
1,2020,11,26,7,9,0,1,1,1,1,1,1
3,2020,11,26,7,9,0,47,5,10,235,47,29
2,2020,11,26,7,9,0,28,3,6,136,28,17
1,2020,11,26,7,9,0,11,2,3,51,11,7
1,2020,11,26,7,9,0,6,1,2,29,6,4
2,2020,11,26,7,9,0,31,4,7,151,31,19
3,2020,11,26,7,9,0,35,4,7,174,35,21
1,2020,11,26,7,9,0,3,1,1,12,3,2
3,2020,11,26,7,9,0,39,4,8,193,39,24
2,2020,11,26,7,9,0,28,3,6,140,28,17
3,2020,11,26,7,9,0,40,4,8,198,40,24
3,2020,11,26,7,9,0,37,4,8,184,37,23
2,2020,11,26,7,9,0,22,3,5,108,22,13
1,2020,11,26,7,9,0,3,1,1,11,3,2
1,2020,11,26,7,9,0,1,1,1,3,1,1
1,2020,11,26,7,9,0,2,1,1,10,2,2
1,2020,11,26,7,9,0,8,1,2,37,8,5
1,2020,11,26,7,9,0,4,1,1,20,4,3
1,2020,11,26,7,9,0,15,2,3,74,15,9
2,2020,11,26,7,9,0,27,3,6,131,27,16
3,2020,11,26,7,9,0,47,5,10,235,47,29
2,2020,11,26,7,9,0,23,3,5,114,23,14
2,2020,11,26,7,9,0,22,3,5,108,22,13
3,2020,11,26,7,9,0,50,5,10,249,50,30
2,2020,11,26,7,9,0,20,2,4,100,20,12
1,2020,11,26,7,9,0,6,1,2,26,6,4
1,2020,11,26,7,9,0,15,2,3,75,15,9
2,2020,11,26,7,9,0,18,2,4,89,18,11
3,2020,11,26,7,9,0,36,4,8,179,36,22
1,2020,11,26,7,9,0,17,2,4,82,17,10
3,2020,11,26,7,9,0,46,5,10,230,46,28
2,2020,11,26,7,9,0,29,3,6,145,29,18
1,2020,11,26,7,9,0,2,1,1,10,2,2
3,2020,11,26,7,9,0,42,5,9,208,42,25
2,2020,11,26,7,9,0,21,3,5,104,21,13
2,2020,11,26,7,9,0,23,3,5,111,23,14
1,2020,11,26,7,9,0,16,2,4,77,16,10
2,2020,11,26,7,9,0,19,2,4,95,19,12
1,2020,11,26,7,9,0,1,1,1,3,1,1
1,2020,11,26,7,9,0,10,1,2,46,10,6
2,2020,11,26,7,9,0,18,2,4,89,18,11
3,2020,11,26,7,9,0,46,5,10,228,46,28
2,2020,11,26,7,9,0,28,3,6,139,28,17
2,2020,11,26,7,9,0,21,3,5,104,21,13
2,2020,11,26,7,9,0,22,3,5,106,22,13
2,2020,11,26,7,9,0,33,4,7,162,33,20
2,2020,11,26,7,9,0,26,3,6,127,26,16
2,2020,11,26,7,9,0,21,3,5,102,21,13
3,2020,11,26,7,9,0,38,4,8,188,38,23
2,2020,11,26,7,9,0,25,3,5,123,25,15
1,2020,11,26,7,9,0,7,1,2,35,7,5
3,2020,11,26,7,9,0,39,4,8,195,39,24
2,2020,11,26,7,9,0,20,2,4,97,20,12
3,2020,11,26,7,9,0,50,5,10,247,50,30
2,2020,11,26,7,9,0,21,3,5,103,21,13
2,2020,11,26,7,9,0,28,3,6,137,28,17
2,2020,11,26,7,9,0,26,3,6,127,26,16
2,2020,11,26,7,9,0,28,3,6,138,28,17
3,2020,11,26,7,9,0,41,5,9,201,41,25
1,2020,11,26,7,9,0,1,1,1,4,1,1
1,2020,11,26,7,9,0,16,2,4,77,16,10
2,2020,11,26,7,9,0,17,2,4,85,17,11
2,2020,11,26,7,9,0,17,2,4,84,17,11
2,2020,11,26,7,9,0,23,3,5,111,23,14
2,2020,11,26,7,9,0,33,4,7,161,33,20
1,2020,11,26,7,9,0,11,2,3,53,11,7
3,2020,11,26,7,9,0,35,4,7,175,35,21
2,2020,11,26,7,9,0,30,3,6,150,30,18
2,2020,11,26,7,9,0,32,4,7,158,32,19
2,2020,11,26,7,9,0,29,3,6,143,29,18
3,2020,11,26,7,9,0,37,4,8,184,37,22
3,2020,11,26,7,9,0,39,4,8,192,39,24
1,2020,11,26,7,9,0,4,1,1,17,4,3
1,2020,11,26,7,9,0,6,1,2,28,6,4
1,2020,11,26,7,9,0,9,1,2,42,9,6
1,2020,11,26,7,9,0,2,1,1,8,2,1
3,2020,11,26,7,9,0,46,5,10,226,46,28
1,2020,11,26,7,9,0,1,1,1,5,1,1
2,2020,11,26,7,9,0,29,3,6,143,29,18
3,2020,11,26,7,9,0,38,4,8,189,38,23
2,2020,11,26,7,9,0,30,3,6,149,30,18
3,2020,11,26,7,9,0,45,5,9,224,45,27
2,2020,11,26,7,9,0,31,4,7,152,31,19
1,2020,11,26,7,9,0,12,2,3,57,12,7
1,2020,11,26,7,9,0,10,1,2,47,10,6
1,2020,11,26,7,9,0,7,1,2,35,7,5
1,2020,11,26,7,9,0,10,1,2,49,10,6
1,2020,11,26,7,9,0,3,1,1,13,3,2
2,2020,11,26,7,9,0,22,3,5,106,22,13
3,2020,11,26,7,9,0,44,5,9,218,44,27
3,2020,11,26,7,9,0,47,5,10,235,47,29
3,2020,11,26,7,9,0,38,4,8,189,38,23
2,2020,11,26,7,9,0,29,3,6,144,29,18
3,2020,11,26,7,9,0,50,5,10,249,50,30
3,2020,11,26,7,9,0,44,5,9,220,44,27
1,2020,11,26,7,9,0,1,1,1,5,1,1
2,2020,11,26,7,9,0,29,3,6,144,29,18
1,2020,11,26,7,9,0,6,1,2,29,6,4
3,2020,11,26,7,9,0,39,4,8,193,39,24
1,2020,11,26,7,9,0,11,2,3,54,11,7
3,2020,11,26,7,9,0,48,5,10,238,48,29
3,2020,11,26,7,9,0,46,5,10,227,46,28
3,2020,11,26,7,9,0,39,4,8,194,39,24
1,2020,11,26,7,9,0,10,1,2,46,10,6
3,2020,11,26,7,9,0,38,4,8,190,38,23
2,2020,11,26,7,9,0,19,2,4,94,19,12
3,2020,11,26,7,9,0,36,4,8,178,36,22
1,2020,11,26,7,9,0,14,2,3,69,14,9
3,2020,11,26,7,9,0,41,5,9,205,41,25
2,2020,11,26,7,9,0,19,2,4,95,19,12
2,2020,11,26,7,9,0,33,4,7,161,33,20
2,2020,11,26,7,9,0,25,3,5,122,25,15
3,2020,11,26,7,9,0,50,5,10,246,50,30
1,2020,11,26,7,9,0,3,1,1,13,3,2
2,2020,11,26,7,9,0,21,3,5,105,21,13
2,2020,11,26,7,9,0,21,3,5,104,21,13
3,2020,11,26,7,9,0,37,4,8,183,37,22
1,2020,11,26,7,9,0,6,1,2,28,6,4
1,2020,11,26,7,9,0,13,2,3,64,13,8
2,2020,11,26,7,9,0,26,3,6,127,26,16
1,2020,11,26,7,9,0,1,1,1,5,1,1
2,2020,11,26,7,9,0,33,4,7,162,33,20
1,2020,11,26,7,9,0,9,1,2,45,9,6
3,2020,11,26,7,9,0,38,4,8,190,38,23
2,2020,11,26,7,9,0,32,4,7,158,32,19
3,2020,11,26,7,9,0,49,5,10,245,49,30
1,2020,11,26,7,9,0,10,1,2,48,10,6
1,2020,11,26,7,9,0,4,1,1,18,4,3
1,2020,11,26,7,9,0,12,2,3,59,12,8
1,2020,11,26,7,9,0,8,1,2,37,8,5
2,2020,11,26,7,9,0,23,3,5,114,23,14
3,2020,11,26,7,9,0,40,4,8,198,40,24
1,2020,11,26,7,9,0,13,2,3,63,13,8
2,2020,11,26,7,9,0,18,2,4,89,18,11
3,2020,11,26,7,9,0,41,5,9,201,41,25
3,2020,11,26,7,9,0,35,4,7,173,35,21
1,2020,11,26,7,9,0,6,1,2,30,6,4
2,2020,11,26,7,9,0,22,3,5,106,22,13
2,2020,11,26,7,9,0,24,3,5,118,24,15
3,2020,11,26,7,9,0,41,5,9,204,41,25
2,2020,11,26,7,9,0,22,3,5,107,22,13
3,2020,11,26,7,9,0,46,5,10,230,46,28
1,2020,11,26,7,9,0,12,2,3,59,12,7
1,2020,11,26,7,9,0,3,1,1,11,3,2
1,2020,11,26,7,9,0,12,2,3,57,12,7
2,2020,11,26,7,9,0,23,3,5,113,23,14
3,2020,11,26,7,9,0,39,4,8,194,39,24
2,2020,11,26,7,9,0,27,3,6,132,27,16
2,2020,11,26,7,9,0,29,3,6,145,29,18
2,2020,11,26,7,9,0,24,3,5,116,24,14
1,2020,11,26,7,9,0,15,2,3,73,15,9
2,2020,11,26,7,9,0,24,3,5,117,24,15
3,2020,11,26,7,9,0,43,5,9,215,43,26
1,2020,11,26,7,9,0,14,2,3,66,14,8
1,2020,11,26,7,9,0,10,1,2,50,10,6
1,2020,11,26,7,9,0,16,2,4,76,16,10
3,2020,11,26,7,9,0,37,4,8,183,37,22
1,2020,11,26,7,9,0,1,1,1,4,1,1
2,2020,11,26,7,9,0,28,3,6,138,28,17
3,2020,11,26,7,9,0,39,4,8,195,39,24
1,2020,11,26,7,9,0,10,1,2,46,10,6
2,2020,11,26,7,9,0,33,4,7,161,33,20
1,2020,11,26,7,9,0,3,1,1,11,3,2
3,2020,11,26,7,9,0,34,4,7,168,34,21
3,2020,11,26,7,9,0,47,5,10,231,47,28
3,2020,11,26,7,9,0,43,5,9,214,43,26
1,2020,11,26,7,9,0,12,2,3,60,12,8
2,2020,11,26,7,9,0,32,4,7,157,32,19
1,2020,11,26,7,9,0,13,2,3,62,13,8
3,2020,11,26,7,9,0,37,4,8,182,37,22
1,2020,11,26,7,9,0,15,2,3,74,15,9
1,2020,11,26,7,9,0,16,2,4,77,16,10
2,2020,11,26,7,9,0,32,4,7,160,32,20
2,2020,11,26,7,9,0,22,3,5,110,22,14
1,2020,11,26,7,9,0,5,1,1,21,5,3
1,2020,11,26,7,9,0,5,1,1,25,5,3
2,2020,11,26,7,9,0,21,3,5,104,21,13
1,2020,11,26,7,9,0,7,1,2,34,7,5
2,2020,11,26,7,9,0,27,3,6,134,27,17
1,2020,11,26,7,9,0,10,1,2,46,10,6
1,2020,11,26,7,9,0,11,2,3,51,11,7
2,2020,11,26,7,9,0,34,4,7,167,34,20
2,2020,11,26,7,9,0,25,3,5,124,25,15
3,2020,11,26,7,9,0,39,4,8,193,39,24
3,2020,11,26,7,9,0,43,5,9,215,43,26
3,2020,11,26,7,9,0,50,5,10,247,50,30
3,2020,11,26,7,9,0,47,5,10,233,47,28
3,2020,11,26,7,9,0,50,5,10,247,50,30
1,2020,11,26,7,9,0,8,1,2,40,8,5
2,2020,11,26,7,9,0,25,3,5,125,25,15
3,2020,11,26,7,9,0,49,5,10,241,49,29
1,2020,11,26,7,9,0,6,1,2,26,6,4
3,2020,11,26,7,9,0,44,5,9,219,44,27
3,2020,11,26,7,9,0,35,4,7,173,35,21
2,2020,11,26,7,9,0,32,4,7,159,32,20
3,2020,11,26,7,9,0,40,4,8,197,40,24
3,2020,11,26,7,9,0,44,5,9,220,44,27
2,2020,11,26,7,9,0,29,3,6,141,29,17
1,2020,11,26,7,9,0,6,1,2,30,6,4
2,2020,11,26,7,9,0,19,2,4,93,19,12
1,2020,11,26,7,9,0,11,2,3,54,11,7
1,2020,11,26,7,9,0,8,1,2,38,8,5
1,2020,11,26,7,9,0,14,2,3,70,14,9
3,2020,11,26,7,9,0,43,5,9,213,43,26
1,2020,11,26,7,9,0,9,1,2,43,9,6
3,2020,11,26,7,9,0,50,5,10,246,50,30
3,2020,11,26,7,9,0,42,5,9,208,42,25
2,2020,11,26,7,9,0,21,3,5,105,21,13
1,2020,11,26,7,9,0,10,1,2,46,10,6
1,2020,11,26,7,9,0,5,1,1,25,5,3
3,2020,11,26,7,9,0,45,5,9,223,45,27
2,2020,11,26,7,9,0,30,3,6,149,30,18
2,2020,11,26,7,9,0,25,3,5,121,25,15
2,2020,11,26,7,9,0,19,2,4,93,19,12
2,2020,11,26,7,9,0,29,3,6,145,29,18
2,2020,11,26,7,9,0,26,3,6,129,26,16
1,2020,11,26,7,9,0,8,1,2,37,8,5
1,2020,11,26,7,9,0,14,2,3,68,14,9
3,2020,11,26,7,9,0,41,5,9,204,41,25
3,2020,11,26,7,9,0,47,5,10,234,47,29
3,2020,11,26,7,9,0,47,5,10,232,47,28
